,actual_loss,var_99,breach_99
2024-02-02,-942.4888966587678,1708.8907689732316,False
2024-02-05,-113.47220682472107,1740.0216071644104,False
2024-02-06,-9.607187693036394,1744.3767098253165,False
2024-02-07,-841.5380043293917,1712.6054539624283,False
2024-02-08,89.70787921585725,1734.8310404282595,False
2024-02-09,-810.7748716364149,1732.197475231088,False
2024-02-12,416.10498565658054,1740.1165556602298,False
2024-02-13,971.8547510652425,1728.8030905804435,False
2024-02-14,-558.5825161718822,1704.3915799434033,False
2024-02-15,152.19845898744825,1727.8799526739047,False
2024-02-16,416.3382025474857,1710.6637666101649,False
2024-02-20,596.8219449585013,1700.421288304355,False
2024-02-21,210.14345763208985,1680.2133737089948,False
2024-02-22,-2337.8192975350976,1660.0854841300372,False
2024-02-23,193.6056797830097,1739.9308706144543,False
2024-02-26,258.8138855359575,1750.5997716793677,False
2024-02-27,-118.2447236647713,1745.774032424807,False
2024-02-28,263.5321486727189,1736.0395851600001,False
2024-02-29,-537.4915662532294,1717.3325568138357,False
2024-03-01,-649.5229593892436,1735.4493706944884,False
2024-03-04,117.19564167848148,1759.092633274214,False
2024-03-05,1235.698563386206,1762.2376715988833,False
2024-03-06,-324.40757659170777,1731.7769951218988,False
2024-03-07,-1053.7961240822478,1747.2729953665246,False
2024-03-08,800.0404516879062,1783.881347548815,False
2024-03-11,172.55715323642653,1749.595100887452,False
2024-03-12,-1488.268871320659,1744.0525233772955,False
2024-03-13,380.5593165833707,1789.9103367422597,False
2024-03-14,-261.31777376457467,1781.9836673397074,False
2024-03-15,705.7422559918778,1781.6303165990564,False
2024-03-18,-385.70219216664555,1750.1012994207395,False
2024-03-19,-563.8158526569168,1763.6631435536694,False
2024-03-20,-743.5893868647545,1756.4415781108296,False
2024-03-21,103.04449054152064,1776.607564485556,False
2024-03-22,-305.3855368190707,1781.5308701821564,False
2024-03-25,396.7964944851119,1794.8136984192174,False
2024-03-26,448.4888630951755,1784.6581356376882,False
2024-03-27,-176.53234385035466,1765.1298083293752,False
2024-03-28,179.10511704829696,1762.1558926037906,False
2024-04-01,-84.99523911028518,1755.5207068421264,False
2024-04-02,526.4663592762954,1758.4568848106255,False
2024-04-03,-6.1868505233869655,1736.2722560493644,False
2024-04-04,855.4531823274883,1734.7306741577618,False
2024-04-05,-922.442467500412,1702.3948182626455,False
2024-04-08,198.9504242388357,1735.5010123625154,False
2024-04-09,-54.34874257910997,1731.4492582637506,False
2024-04-10,364.58013412644505,1724.0730616124038,False
2024-04-11,-1400.177731447242,1719.076502636555,False
2024-04-12,824.9691015454446,1760.7788081727701,False
2024-04-15,1268.0147443582246,1740.7171349653877,False
2024-04-16,71.88059282222821,1709.595992045951,False
2024-04-17,798.8574894570775,1716.5367211503217,False
2024-04-18,464.61250383201696,1688.007106332155,False
2024-04-19,1605.6747303694647,1682.88404962124,False
2024-04-22,-722.4087626800465,1622.8007892650014,False
2024-04-23,-1022.573947946621,1666.6958904150224,False
2024-04-24,16.028259708269616,1698.616975903517,False
2024-04-25,235.56731016178674,1694.767521040934,False
2024-04-26,-1133.6902185394283,1696.1379956217406,False
2024-04-29,-204.6280071426445,1728.074758720548,False
2024-04-30,1432.5194633506617,1723.6721393070209,False
2024-05-01,273.5435579578334,1672.2583669023895,False
2024-05-02,-961.6636636171606,1669.1741831384447,False
2024-05-03,-1866.5007161631947,1699.5791694830916,False
2024-05-06,-826.0753355725174,1752.3300071821072,False
2024-05-07,291.153314609619,1800.6427231971977,False
2024-05-08,-60.67131593027443,1790.062011489182,False
2024-05-09,-157.55335008485417,1774.353726177517,False
2024-05-10,-186.66221554460935,1771.678291416744,False
2024-05-13,-262.9190119187115,1777.5932669477088,False
2024-05-14,-460.1057148606196,1781.7392007688532,False
2024-05-15,-1214.216731610184,1794.6987266846734,False
2024-05-16,174.77853446784138,1832.3411936860507,False
2024-05-17,207.4497220563935,1834.443349610529,False
2024-05-20,-664.9345786550257,1823.583034969399,False
2024-05-21,-390.4503956777771,1843.9871816750908,False
2024-05-22,118.99101370169956,1848.2385683736316,False
2024-05-23,-260.8179830571462,1844.997183955806,False
2024-05-24,-855.0450718924403,1882.0116907860827,False
2024-05-28,-806.4676404383645,1901.7054103184955,False
2024-05-29,138.18592144055583,1947.9237378111707,False
2024-05-30,1288.882103821452,1875.4301791206792,False
2024-05-31,-107.71885636760271,1823.0712859480166,False
2024-06-03,-664.0945192735817,1832.1274994676262,False
2024-06-04,-339.2984285019629,1855.1581014917017,False
2024-06-05,-1521.7605734417739,1860.225419750747,False
2024-06-06,221.70949246396776,1910.7516924576857,False
2024-06-07,-97.40869168264908,1913.194025503309,False
2024-06-10,-115.19168486827402,1914.327322024262,False
2024-06-11,-1261.7827387319412,1907.5634947770507,False
2024-06-12,-1543.1186706161534,1927.0916604417605,False
2024-06-13,-650.0933983356226,1980.7521827999506,False
2024-06-14,-230.81163502091658,2013.2818184212983,False
2024-06-17,-772.4976307840989,2024.276627180169,False
2024-06-18,-233.59041241012164,2034.1661918113714,False
2024-06-20,982.495186913904,2049.8642159157744,False
2024-06-21,435.3327616292372,2012.300469457443,False
2024-06-24,1103.3498809588054,1997.292872061033,False
2024-06-25,-1230.5562812024873,1944.7472039187987,False
2024-06-26,-431.0153166325763,2000.4793177653628,False
2024-06-27,86.12327937755617,2012.907926154739,False
2024-06-28,703.8228375058825,1993.7400270748176,False
2024-07-01,-1087.7288304369577,1968.6741924981743,False
2024-07-02,-457.57052438583924,1998.622377690697,False
2024-07-03,-904.3622078663902,2007.9578281073766,False
2024-07-05,-656.5240617927775,2033.6794453603575,False
2024-07-08,-328.75778374071524,2043.121255790065,False
2024-07-09,-83.84502312178665,2058.1940447617194,False
2024-07-10,-1276.3100842821004,2068.7617230770006,False
2024-07-11,2134.9880112267565,2105.423982335965,True
2024-07-12,-517.9170126035751,2040.3918979101575,False
2024-07-15,-293.6161509727244,2082.480909170922,False
2024-07-16,292.38112075864046,2080.9147862839895,False
2024-07-17,2181.3028386621736,2059.1332589231884,True
2024-07-18,357.96734379181,1988.4527917028631,False
2024-07-19,685.1166525267035,2015.6608566601958,False
2024-07-22,-1172.9301193297142,1984.9469535717021,False
2024-07-23,2.9787062259274535,2030.0329810559608,False
2024-07-24,2895.025008120472,2020.044173987922,True
2024-07-25,997.9962730645348,1929.2502324011548,False
2024-07-26,-740.984383225732,1947.5589575750782,False
2024-07-29,20.206904787031817,1969.551771123388,False
2024-07-30,1185.1366117990256,1962.6058627981342,False
2024-07-31,-1971.1925046981487,1909.948063077464,False
2024-08-01,1645.4283377496758,1995.3048549877994,False
2024-08-02,1095.05656031541,1954.144189076511,False
2024-08-05,2876.855805307481,1939.9006697995098,True
2024-08-06,-698.3296901851863,1842.693103179207,False
2024-08-07,638.808036112343,1918.75037671331,False
2024-08-08,-1769.4005344239122,1884.8673679064166,False
2024-08-09,-476.42566699867893,1947.134453231803,False
2024-08-12,-606.205842041818,1971.5542518680768,False
2024-08-13,-1883.118695107536,1993.3771299293303,False
2024-08-14,-410.9962286734808,2062.156320252675,False
2024-08-15,-1519.89681391239,2092.7115529232638,False
2024-08-16,-193.89197645515378,2135.718478697948,False
2024-08-19,-1000.9791394761269,2153.932993876865,False
2024-08-20,127.29256937369064,2193.981214398685,False
2024-08-21,-203.0630882786645,2181.0504369797054,False
2024-08-22,1360.3605358265922,2190.244624380471,False
2024-08-23,-1093.5752001247602,2128.1400608815147,False
2024-08-26,596.5137005901051,2182.8014754375426,False
2024-08-27,-322.1381871179474,2155.0679027006836,False
2024-08-28,778.905111557935,2160.685615177676,False
2024-08-29,461.0245939488814,2133.492277797529,False
2024-08-30,-623.547037377677,2096.4067402440146,False
2024-09-03,2678.2399674392946,2105.8609620604357,True
2024-09-04,405.08721462782705,2005.719535568204,False
2024-09-05,-159.1642830082128,2028.5131714002223,False
2024-09-06,1480.748211649683,2037.3836284531649,False
2024-09-09,-894.4365628099476,1987.937979563158,False
2024-09-10,-699.2475347789441,2026.23813092559,False
2024-09-11,-1923.7267099759629,2046.248859890124,False
2024-09-12,-682.0672800019966,2125.5014576273447,False
2024-09-13,-290.52944354194915,2166.446368421329,False
2024-09-16,670.2133503630903,2168.6402171777368,False
2024-09-17,-110.84963538059674,2144.424077376532,False
2024-09-18,258.1867352189147,2144.256666108986,False
2024-09-19,-2013.2252473119734,2117.282816964577,False
2024-09-20,450.21907715307316,2180.102345272096,False
2024-09-23,103.95713529486966,2180.55888623634,False
2024-09-24,-426.83633948120405,2167.261435688317,False
2024-09-25,-310.7219871874695,2187.7249751069085,False
2024-09-26,-265.227076965748,2206.0577757977644,False
2024-09-27,503.17108961094345,2213.5412884409848,False
2024-09-30,-582.2780104929843,2181.9466665968025,False
2024-10-01,1720.4714137107221,2196.681688352235,False
2024-10-02,-80.3151306076179,2141.226036307901,False
2024-10-03,-251.17040073986573,2166.8979461298577,False
2024-10-04,-572.4690083506721,2184.3306425233204,False
2024-10-07,690.3829246125533,2192.591135524273,False
2024-10-08,-1407.477121914635,2187.089836769369,False
2024-10-09,-595.993992393298,2242.2571630461234,False
2024-10-10,-57.4244969553838,2253.6781349999333,False
2024-10-11,-33.53546215087408,2264.864965613964,False
2024-10-14,-975.635395985868,2265.0716268353276,False
2024-10-15,801.4549533049285,2297.4045420578414,False
2024-10-16,-207.71999906830024,2256.396260517556,False
2024-10-17,-186.24719107693818,2274.8270903477846,False
2024-10-18,-532.5759668933315,2281.9063289338246,False
2024-10-21,-702.46241435087,2293.1092048303444,False
2024-10-22,-369.02262179854733,2324.633569071965,False
2024-10-23,1269.2041298798868,2333.0731903268384,False
2024-10-24,-228.45836684048118,2280.807382223675,False
2024-10-25,-418.21700095372216,2297.2171147487284,False
2024-10-28,-15.941047894782969,2310.4165775263123,False
2024-10-29,-514.1928134570771,2302.257347300266,False
2024-10-30,573.7185924566438,2291.5789695152966,False
2024-10-31,2880.3648539218266,2271.8761457759065,True
2024-11-01,-413.5307748639316,2180.3450038082383,False
2024-11-04,165.91605571140826,2243.136738870433,False
2024-11-05,-999.2422862469539,2231.3635868688852,False
2024-11-06,-1717.1797021024104,2261.3674449510454,False
2024-11-07,-1271.5809272213519,2321.8612300379755,False
2024-11-08,193.0964257275482,2373.217952362126,False
2024-11-11,637.8626223384927,2367.7115268075404,False
2024-11-12,-462.1804391908372,2343.6767274503613,False
2024-11-13,45.39596063167846,2368.8155921052453,False
2024-11-14,-138.4202716426371,2345.8272874986565,False
2024-11-15,1835.918571426344,2350.5284099817845,False
2024-11-18,-235.85563798037765,2283.6270654701098,False
2024-11-19,-956.2609296074079,2298.051129276824,False
2024-11-20,173.23559252264386,2346.2790983237956,False
2024-11-21,-97.70989799054223,2339.803750395416,False
2024-11-22,100.86698156165949,2339.9881196923243,False
2024-11-25,211.67700449225958,2315.549594932412,False
2024-11-26,-850.1231871000928,2285.8753562066845,False
2024-11-27,573.6635298492765,2307.3260957976413,False
2024-11-29,-713.6473456504609,2290.5544487392503,False
2024-12-02,-751.3091018605628,2320.036596866544,False
2024-12-03,-442.9370770101523,2339.6512370823543,False
2024-12-04,-1098.7210907892731,2357.031154338231,False
2024-12-05,-173.95806838644785,2401.9703158554034,False
2024-12-06,58.882811754258,2403.397813724017,False
2024-12-09,173.0977659515047,2388.665895690986,False
2024-12-10,531.613909741849,2366.2850151426464,False
2024-12-11,-1004.1111075497611,2336.549748864695,False
2024-12-12,250.77607652061852,2376.5479402611472,False
2024-12-13,288.03181053283333,2365.1552922640203,False
2024-12-16,-485.93815972645825,2344.8945032878414,False
2024-12-17,-11.877140919837984,2344.9582983881446,False
2024-12-18,2411.146050615658,2338.4684649324045,True
2024-12-19,-208.29393391989288,2280.2421751664165,False
2024-12-20,-1035.1790026928647,2320.151904365968,False
2024-12-23,-729.9295853092481,2358.184656725319,False
2024-12-24,-848.0428707000247,2390.0704839073687,False
2024-12-26,38.801797424515826,2410.639974376501,False
2024-12-27,1276.9152746102336,2410.7174515822903,False
2024-12-30,856.7310636108305,2370.91627950804,False
