n_paths,var_95_mc,var_99_mc,var_95_parametric,var_99_parametric,latency_ms
1000,2208.205865045653,3021.2856005847607,2119.1546701927978,2997.1608907861682,1.751766998495441
5000,2126.2823270416793,2828.6034578487147,2119.1546701927978,2997.1608907861682,0.7753099998808466
10000,2084.326902372662,2935.9798219017953,2119.1546701927978,2997.1608907861682,1.5304070002457593
