Datetime,AAPL,MSFT,NVDA,SPY,QQQ
2026-05-01 15:39:00,284.4800109863281,415.7900085449219,199.19000244140625,723.7899780273438,675.3150024414062
2026-05-01 15:40:00,284.5299987792969,416.3699951171875,199.22000122070312,723.8699951171875,675.5750122070312
2026-05-01 15:41:00,284.6700134277344,416.20001220703125,199.36500549316406,723.8900146484375,675.4849853515625
2026-05-01 15:42:00,284.7900085449219,415.989990234375,199.3699951171875,723.9199829101562,675.4000244140625
2026-05-01 15:43:00,284.57000732421875,415.67999267578125,199.6300048828125,723.989990234375,675.469970703125
2026-05-01 15:44:00,284.80999755859375,415.7040100097656,199.55999755859375,724.010009765625,675.4500122070312
2026-05-01 15:45:00,284.4700012207031,416.04998779296875,199.45010375976562,723.989990234375,675.3400268554688
2026-05-01 15:46:00,284.6650085449219,416.05999755859375,199.6999969482422,724.1900024414062,675.5999755859375
2026-05-01 15:47:00,285.2099914550781,416.5899963378906,199.8000030517578,724.2999877929688,675.7545776367188
2026-05-01 15:48:00,285.4493103027344,416.885009765625,199.6999969482422,724.27001953125,675.8099975585938
2026-05-01 15:49:00,285.2749938964844,417.010986328125,199.63999938964844,724.2899780273438,675.8200073242188
2026-05-01 15:50:00,284.9100036621094,416.3599853515625,199.31500244140625,723.4299926757812,674.9000244140625
2026-05-01 15:51:00,285.3399963378906,416.5249938964844,199.30999755859375,723.5599975585938,675.1400146484375
2026-05-01 15:52:00,284.93499755859375,416.2449951171875,199.21009826660156,723.510009765625,675.010009765625
2026-05-01 15:53:00,285.04998779296875,415.9549865722656,199.09010314941406,723.3200073242188,674.7550048828125
2026-05-01 15:54:00,285.0350036621094,415.6199951171875,199.22999572753906,723.4801025390625,675.2000122070312
2026-05-01 15:55:00,285.010009765625,416.06500244140625,199.25999450683594,723.6500244140625,675.4600219726562
2026-05-01 15:56:00,284.989990234375,416.510009765625,199.27940368652344,723.6799926757812,675.559814453125
2026-05-01 15:57:00,284.875,415.8949890136719,198.9199981689453,723.3200073242188,675.2100219726562
2026-05-01 15:58:00,284.7900085449219,415.6899108886719,198.97999572753906,723.3900146484375,675.2949829101562
2026-05-01 15:59:00,284.75,415.8208923339844,199.1300048828125,723.385009765625,675.3599853515625
2026-05-01 16:00:00,284.8500061035156,415.8901062011719,199.0050048828125,723.3800048828125,675.3499755859375
